,Year,SOU_Text_trust,SOU_Text_fear,SOU_Text_negative,SOU_Text_sadness,SOU_Text_anger,SOU_Text_surprise,SOU_Text_positive,SOU_Text_disgust,SOU_Text_joy,SOU_Text_anticipation,Lyrics_Text_trust,Lyrics_Text_fear,Lyrics_Text_negative,Lyrics_Text_sadness,Lyrics_Text_anger,Lyrics_Text_surprise,Lyrics_Text_positive,Lyrics_Text_disgust,Lyrics_Text_joy,Lyrics_Text_anticipation,Headline_Text_trust,Headline_Text_fear,Headline_Text_negative,Headline_Text_sadness,Headline_Text_anger,Headline_Text_surprise,Headline_Text_positive,Headline_Text_disgust,Headline_Text_joy,Headline_Text_anticipation
10,1960,0.4107402031930334,0.14804063860667635,0.20029027576197386,0.08127721335268505,0.09288824383164006,0.06531204644412192,0.6081277213352685,0.047895500725689405,0.17561683599419448,0.20609579100145137,0.2838939857288481,0.1636085626911315,0.26146788990825687,0.1763506625891947,0.13914373088685014,0.1783893985728848,0.5922528032619776,0.10142711518858308,0.46075433231396534,0.2884811416921509,0.31884851804515857,0.19408435274785465,0.3259692045523705,0.12738116974012537,0.16627107297182156,0.07771894589495466,0.4613839693262735,0.04497596007546711,0.11721745481102794,0.22439291582983384
11,1961,0.34210526315789475,0.17647058823529413,0.25541795665634676,0.08978328173374613,0.10681114551083591,0.05417956656346749,0.5789473684210527,0.06811145510835913,0.14086687306501547,0.22136222910216719,0.25616797900262467,0.12808398950131233,0.30498687664041996,0.25196850393700787,0.13490813648293964,0.12860892388451445,0.5275590551181102,0.09553805774278215,0.4330708661417323,0.27244094488188975,0.3067993366500829,0.20514710398624164,0.32811252380074934,0.11854308703396597,0.1784288434371353,0.07223143541551502,0.45052515201768933,0.04704870708187458,0.11602481420060193,0.23548922056384744
12,1962,0.3859416445623342,0.16047745358090185,0.22546419098143236,0.08090185676392574,0.08753315649867374,0.06763925729442971,0.6007957559681698,0.05305039787798409,0.16976127320954906,0.24005305039787797,0.246588693957115,0.16130604288499026,0.2378167641325536,0.1949317738791423,0.18567251461988304,0.20955165692007796,0.5696881091617934,0.09015594541910331,0.43859649122807015,0.2573099415204678,0.3044513342929908,0.2061233528955819,0.34270844867677996,0.13160225888605914,0.1823164655076957,0.07485328313586535,0.42287675783412687,0.045676004872107184,0.10192669693278707,0.22467057911637692
13,1963,0.3793103448275862,0.17398119122257052,0.26802507836990597,0.13009404388714735,0.10658307210031348,0.07366771159874608,0.5595611285266457,0.05329153605015674,0.1786833855799373,0.24294670846394983,0.22067975107707036,0.14265198659645764,0.2809956917185256,0.22786022020105315,0.14552417424605074,0.14265198659645764,0.5461943513642892,0.09382479655337482,0.4337003350885591,0.22450933460986117,0.29918562201628757,0.20702049985959,0.3540016849199663,0.13951137320977253,0.1834316203313676,0.07481044650379107,0.43291210334175795,0.04830103903397922,0.10502667789946644,0.2280258354394833
14,1964,0.3247863247863248,0.1737891737891738,0.2621082621082621,0.14245014245014245,0.1168091168091168,0.09116809116809117,0.5612535612535613,0.1111111111111111,0.1623931623931624,0.22792022792022792,0.21399363925488415,0.1635620172648796,0.2562471603816447,0.19809177646524306,0.13312130849613812,0.1226715129486597,0.6010904134484325,0.09995456610631531,0.5056792367105861,0.24307133121308497,0.31244143675169184,0.2100989068193649,0.33690786048932847,0.12555960437272254,0.18011452368558042,0.07610619469026549,0.4471629359708485,0.04570536179073399,0.1137948984903696,0.24081207704320667
15,1965,0.3798165137614679,0.14495412844036698,0.22385321100917432,0.09908256880733946,0.08990825688073395,0.07339449541284404,0.6220183486238532,0.07522935779816514,0.21284403669724772,0.23302752293577983,0.19376391982182628,0.16258351893095768,0.267260579064588,0.16971046770601336,0.13630289532293988,0.14387527839643652,0.5670378619153675,0.10155902004454342,0.4383073496659243,0.23429844097995545,0.3016918822189686,0.21945664551813893,0.3522856678054335,0.1403123474865788,0.19269562388156825,0.07955100048804295,0.4232959167073369,0.052627297868879125,0.11420204978038068,0.2375142345859769
16,1966,0.391304347826087,0.22061191626409019,0.30112721417069244,0.10789049919484701,0.15458937198067632,0.07085346215780998,0.5603864734299517,0.06602254428341385,0.1723027375201288,0.20933977455716588,0.2366018261214768,0.14410480349344978,0.3259229853116316,0.18816990869392616,0.14807463279079,0.18023025009924573,0.48392219134577213,0.12703453751488686,0.36562127828503377,0.29614926558158,0.3155939709979284,0.23115936852632332,0.3554539609972141,0.15343953139509964,0.18037002643045932,0.07529109222087292,0.430745053218087,0.05471819415672548,0.11207943424530324,0.2297306950496464
17,1967,0.40843214756258234,0.14492753623188406,0.25559947299077734,0.08695652173913043,0.11067193675889328,0.0764163372859025,0.5744400527009222,0.057971014492753624,0.19499341238471674,0.2437417654808959,0.23061470470068302,0.15347529128163923,0.24989955805544395,0.1566894335074327,0.11410204901566895,0.11932503013258337,0.607874648453194,0.10204901566894335,0.4853354760948172,0.2482924869425472,0.30029020925614786,0.24637238429815184,0.3697876890178708,0.1441118069344738,0.19993890331449518,0.07438521460210784,0.41003513059416524,0.06170765235985948,0.09996945165724759,0.21643500840079424
18,1968,0.414,0.17,0.258,0.076,0.084,0.064,0.558,0.086,0.154,0.19,0.22170022371364653,0.25033557046979865,0.3530201342281879,0.18926174496644296,0.187248322147651,0.14205816554809844,0.48322147651006714,0.13646532438478748,0.3243847874720358,0.26420581655480985,0.3067058727436086,0.23744180347953933,0.36477987421383645,0.13648615535407987,0.20681205586865964,0.08241444090500694,0.4208935718369681,0.05717552887364208,0.11337090582373602,0.22339295924201585
19,1969,0.45323741007194246,0.1079136690647482,0.22062350119904076,0.06474820143884892,0.08872901678657075,0.08633093525179857,0.5491606714628298,0.10311750599520383,0.17266187050359713,0.23501199040767387,0.2496345029239766,0.14912280701754385,0.26206140350877194,0.1684941520467836,0.12353801169590643,0.12134502923976608,0.6206140350877193,0.09466374269005848,0.4828216374269006,0.25548245614035087,0.3149736147757256,0.2270778364116095,0.3473779683377309,0.1390996042216359,0.1879122691292876,0.07181728232189974,0.42562664907651715,0.05870712401055409,0.10982849604221635,0.229221635883905
20,1970,0.3369098712446352,0.13090128755364808,0.2446351931330472,0.08583690987124463,0.08369098712446352,0.06652360515021459,0.5708154506437768,0.10300429184549356,0.18669527896995708,0.2017167381974249,0.20723809523809525,0.18552380952380954,0.29104761904761905,0.22323809523809524,0.13066666666666665,0.11085714285714286,0.5184761904761904,0.13523809523809524,0.3923809523809524,0.28723809523809524,0.3045942720763723,0.27088305489260145,0.3788782816229117,0.14618138424821003,0.21569212410501193,0.07995226730310262,0.4006563245823389,0.06026252983293556,0.11515513126491647,0.2282219570405728
21,1971,0.4240506329113924,0.20042194092827004,0.23417721518987342,0.08860759493670886,0.07172995780590717,0.11181434599156118,0.5443037974683544,0.09282700421940929,0.17721518987341772,0.21518987341772153,0.28627605190719624,0.17852929610696028,0.32795910342115614,0.2080220212347621,0.16791191506095163,0.16712544239087693,0.5465985057019268,0.14274478961856074,0.406999606763665,0.26307510813999213,0.2757427170464378,0.244014998557831,0.37842515142774735,0.16758004038073263,0.20594173637150273,0.08047303143928468,0.4035188924141909,0.06633977502163253,0.11796942601672916,0.23218921257571387
22,1972,0.36319612590799033,0.162227602905569,0.22518159806295399,0.07021791767554479,0.09200968523002422,0.07506053268765134,0.5980629539951574,0.07263922518159806,0.18401937046004843,0.22760290556900725,0.260386672151378,0.20279720279720279,0.3253805018510901,0.248868778280543,0.1616618675442205,0.16659810777457837,0.5619086795557384,0.14315096668037844,0.4146441793500617,0.2315919374742904,0.28291654112684544,0.25579993974088583,0.3937933112383248,0.17234106658632117,0.216932811087677,0.09310033142512805,0.4043386562217535,0.06507984332630311,0.12805061765592046,0.22356131364868936
23,1973,,,,,,,,,,,0.24287343215507412,0.18282022044849866,0.29418472063854045,0.17445838084378562,0.16343595591030027,0.12960851387305208,0.5492208285822882,0.10984416571645762,0.3956670467502851,0.26833903458760927,0.3093145869947276,0.23550087873462214,0.37609841827768015,0.16555360281195078,0.19929701230228472,0.08576449912126538,0.4094903339191564,0.06010544815465729,0.118804920913884,0.22952548330404218
24,1974,0.4247967479674797,0.12804878048780488,0.14227642276422764,0.03861788617886179,0.06910569105691057,0.07723577235772358,0.6280487804878049,0.046747967479674794,0.19308943089430894,0.2621951219512195,0.27883650952858574,0.14944834503510532,0.2296890672016048,0.16449348044132397,0.13373453694416584,0.15312604480106987,0.5974590437980608,0.07054496823804747,0.4680708793045804,0.25309261116683385,0.2974484445997903,0.23138762670394966,0.38273331003145755,0.16148199930094373,0.1988815099615519,0.07584760573226144,0.41698706745893044,0.0576721426074799,0.1212862635442153,0.21810555749737853
25,1975,0.3883495145631068,0.11407766990291263,0.279126213592233,0.11893203883495146,0.07281553398058252,0.055825242718446605,0.5509708737864077,0.08980582524271845,0.11893203883495146,0.16747572815533981,0.27039448487169665,0.14592110302566066,0.21754117196476447,0.13289927230945997,0.10340865568747606,0.1378782075833014,0.6108770585982383,0.06855610877058599,0.4772117962466488,0.2880122558406741,0.2777242044358727,0.24815171970427516,0.3998714239794278,0.1912568306010929,0.20957891353262617,0.08421729347476696,0.381870781099325,0.07360977177756349,0.10736097717775635,0.2301510768241723
26,1976,0.3970856102003643,0.20218579234972678,0.26958105646630237,0.1092896174863388,0.10564663023679417,0.061930783242258654,0.5737704918032787,0.07468123861566485,0.17122040072859745,0.1930783242258652,0.2619734564339296,0.12031159838430468,0.22215810732833238,0.1984997114829775,0.11367570686670514,0.17599538372763993,0.654068090017311,0.0830929024812464,0.5435660703981535,0.28649740334679746,0.30033557046979864,0.24765100671140938,0.3889261744966443,0.1714765100671141,0.2134228187919463,0.08456375838926175,0.4083892617449664,0.0697986577181208,0.13154362416107382,0.22718120805369127
27,1977,0.41843971631205673,0.1702127659574468,0.22695035460992907,0.08333333333333333,0.0851063829787234,0.06560283687943262,0.6631205673758865,0.0673758865248227,0.20035460992907803,0.21631205673758866,0.2537532039545954,0.1351153423654339,0.27242768216770413,0.1878432808495057,0.14134016843647015,0.12559502013914317,0.5693885023800805,0.10325887953130722,0.44306114976199196,0.23471255950201392,0.27825229960578185,0.23291721419185282,0.37582128777923784,0.17509855453350853,0.18725361366622864,0.07982917214191852,0.41392904073587383,0.06373193166885677,0.1304204993429698,0.25098554533508544
28,1978,0.37790697674418605,0.15310077519379844,0.25193798449612403,0.10077519379844961,0.06782945736434108,0.06976744186046512,0.5794573643410853,0.03875968992248062,0.16666666666666666,0.20930232558139536,0.23859432799013564,0.14334155363748458,0.27311960542540076,0.2000616522811344,0.12885326757090013,0.19482120838471023,0.5292848335388409,0.08446362515413071,0.4133785450061652,0.22595561035758324,0.28984111699566684,0.22075108329321136,0.3529128550794415,0.1608088589311507,0.1875300914780934,0.08883004333172845,0.4287433798748195,0.06234954260953298,0.14130958112662495,0.25180548868560426
29,1979,0.39552238805970147,0.19154228855721392,0.236318407960199,0.05223880597014925,0.1044776119402985,0.04975124378109453,0.6393034825870647,0.04477611940298507,0.14427860696517414,0.20149253731343283,0.25239167135621837,0.14969048958919529,0.22144063027574565,0.16657287563308948,0.15081598199212154,0.11339335959482273,0.5970737197523917,0.07794034890264491,0.46933033202025887,0.2281935846933033,0.2939938481463494,0.22535211267605634,0.35356969402622634,0.16545248502509308,0.18164157357940747,0.08725918730775457,0.4283632831471588,0.06621337218714586,0.12449409098267768,0.22648534887485836
30,1980,0.41102756892230574,0.22055137844611528,0.19548872180451127,0.06766917293233082,0.12781954887218044,0.05513784461152882,0.6165413533834586,0.03508771929824561,0.16040100250626566,0.2556390977443609,0.15770058407623733,0.14325238241623117,0.30003074085459575,0.19059329849369813,0.15001537042729787,0.11005225945281279,0.47709806332616045,0.08607439286812173,0.3320012296341838,0.27021211189671074,0.29715911433637077,0.2155609615305323,0.348039417803983,0.1559394714055993,0.1743289489960005,0.08906114707458872,0.4392033975178328,0.05970395415000206,0.12691213458128892,0.21300457675339132
31,1981,,,,,,,,,,,0.21977214259463432,0.17420066152149946,0.32598309445056967,0.21977214259463432,0.15031238515251746,0.18118338846012497,0.5031238515251746,0.08967291436971701,0.3877251010657846,0.30099228224917307,0.2768566886213945,0.21144674085850557,0.3468089938678174,0.1676129911424029,0.16988416988416988,0.09425391778332955,0.4333409039291392,0.06427435839200545,0.13377242789007496,0.22280263456734045
32,1982,0.3775322283609576,0.17863720073664824,0.292817679558011,0.09944751381215469,0.08287292817679558,0.06998158379373849,0.5027624309392266,0.049723756906077346,0.17679558011049723,0.23756906077348067,0.21740827478532396,0.1647150663544106,0.25253708040593287,0.17096018735362997,0.1526151444184231,0.11592505854800937,0.5644028103044496,0.07103825136612021,0.42896174863387976,0.25878220140515223,0.2881055533674675,0.21130366285939345,0.3578180385978732,0.18196140212682158,0.17861362741236708,0.08842063804647499,0.4186687672311934,0.06577392674281213,0.1270185112248917,0.2229224103977944
33,1983,0.34913112164297,0.16429699842022116,0.25118483412322273,0.10742496050552923,0.09004739336492891,0.045813586097946286,0.5560821484992101,0.061611374407582936,0.15323854660347552,0.20537124802527645,0.25488342785129176,0.147763074984247,0.32136105860113423,0.19155639571518587,0.16068052930056712,0.11846250787649654,0.5135475740390675,0.08727158160050409,0.3827977315689981,0.24039067422810334,0.26224719101123595,0.22808988764044943,0.35483146067415733,0.17752808988764046,0.18808988764044943,0.09662921348314607,0.43280898876404494,0.06943820224719101,0.13820224719101123,0.24022471910112358
34,1984,0.41312056737588654,0.1702127659574468,0.24113475177304963,0.09219858156028368,0.08687943262411348,0.0851063829787234,0.6347517730496454,0.06560283687943262,0.2553191489361702,0.26595744680851063,0.21218487394957983,0.1983793517406963,0.32262905162064826,0.20828331332533012,0.148859543817527,0.15396158463385354,0.4597839135654262,0.10504201680672269,0.35114045618247297,0.27581032412965184,0.2833136094674556,0.22603550295857988,0.3476923076923077,0.16923076923076924,0.17420118343195265,0.0970414201183432,0.4362130177514793,0.05680473372781065,0.13136094674556212,0.2404733727810651
35,1985,0.35698924731182796,0.1935483870967742,0.22795698924731184,0.12473118279569892,0.11182795698924732,0.08817204301075268,0.610752688172043,0.05591397849462366,0.1913978494623656,0.2817204301075269,0.26387249114521844,0.18181818181818182,0.2511806375442739,0.16086186540731995,0.15731995277449823,0.17916174734356552,0.5667060212514758,0.07821723730814639,0.4049586776859504,0.2798110979929162,0.2793776126335346,0.2368787738039944,0.3718067812354854,0.19043195541105434,0.1774268462610311,0.08569437993497446,0.42498838829540175,0.07454714352066884,0.12726428239665583,0.23641430562006502
36,1986,0.35609756097560974,0.1951219512195122,0.2780487804878049,0.12682926829268293,0.13170731707317074,0.05365853658536585,0.5756097560975609,0.06341463414634146,0.21951219512195122,0.23902439024390243,0.22131147540983606,0.2034543325526932,0.3202576112412178,0.2069672131147541,0.19057377049180327,0.12353629976580796,0.5298594847775175,0.13173302107728338,0.3940281030444965,0.20433255269320844,0.27147631216827206,0.23373304501670925,0.3715352860231964,0.17711814428936504,0.18832317672498525,0.087281305287989,0.4080990760762728,0.06487124041674858,0.11971692549636329,0.21702378612148615
37,1987,0.41909814323607425,0.1856763925729443,0.27586206896551724,0.09814323607427056,0.11936339522546419,0.08488063660477453,0.5437665782493368,0.09283819628647215,0.21750663129973474,0.20954907161803712,0.2445468509984639,0.17112135176651305,0.2697388632872504,0.18033794162826422,0.15729646697388633,0.10445468509984639,0.5336405529953917,0.08970814132104454,0.4,0.2519201228878648,0.26410306461057975,0.240679289478821,0.3753659964864337,0.18641421042357995,0.18992777669334374,0.08822955299629123,0.4106968573101698,0.07554167479992192,0.1280499707202811,0.21979308998633612
38,1988,0.3798767967145791,0.20123203285420946,0.2587268993839836,0.09240246406570841,0.11909650924024641,0.08418891170431211,0.5605749486652978,0.0513347022587269,0.17864476386036962,0.23613963039014374,0.21532326972372542,0.2090572486471091,0.3013386499572771,0.2193107376815722,0.18655653659925947,0.1461122187410994,0.5311876958131586,0.1352890914269439,0.40843064653944744,0.2691540871546568,0.2866713681241185,0.2431241184767278,0.3730606488011283,0.1777150916784203,0.19746121297602257,0.09661495063469676,0.421015514809591,0.07810296191819464,0.14016220028208745,0.22478843441466856
39,1989,,,,,,,,,,,0.222,0.16525,0.28425,0.19575,0.1605,0.1165,0.54825,0.10925,0.41525,0.2275,0.2649953574744661,0.23361188486536677,0.37418755803156917,0.17103064066852366,0.20278551532033426,0.09266480965645311,0.4200557103064067,0.0776230269266481,0.13333333333333333,0.22952646239554317
40,1990,0.38819875776397517,0.15527950310559005,0.17391304347826086,0.07763975155279502,0.08074534161490683,0.08074534161490683,0.5652173913043478,0.046583850931677016,0.2080745341614907,0.27639751552795033,0.19294856314899783,0.1832890606133784,0.2955807775899541,0.18908476213475006,0.19270707558560735,0.10504709007486114,0.5283747886983821,0.12871287128712872,0.3750301859454238,0.19777831441680754,0.2845060284326075,0.24473636854417852,0.3815008097894547,0.17797372683102394,0.19938815907863955,0.09573510887169336,0.4093935576750045,0.08043908583768221,0.1457621018535181,0.2301601583588267
41,1991,0.40487804878048783,0.2048780487804878,0.25609756097560976,0.08780487804878048,0.13902439024390245,0.05121951219512195,0.5975609756097561,0.041463414634146344,0.20243902439024392,0.2146341463414634,0.26772908366533865,0.1450199203187251,0.24594953519256307,0.1598937583001328,0.12563081009296148,0.1049136786188579,0.5843293492695883,0.08233731739707835,0.45152722443559096,0.26746347941567067,0.2913982569154983,0.24971580143993938,0.3764683592269799,0.18491852974611594,0.1991284577491474,0.09226979916635089,0.40526714664645697,0.07730200833649109,0.1479727169382342,0.23626373626373626
42,1992,0.3504273504273504,0.16025641025641027,0.25213675213675213,0.09401709401709402,0.1111111111111111,0.05555555555555555,0.49786324786324787,0.05128205128205128,0.14957264957264957,0.2606837606837607,0.24757505773672056,0.14249422632794456,0.2775981524249423,0.16489607390300232,0.13210161662817552,0.10946882217090069,0.5762124711316398,0.10138568129330254,0.44041570438799077,0.2441108545034642,0.2865616690529761,0.2434035590100225,0.37165064430353856,0.17610963387195747,0.20494988750255677,0.09367968909797504,0.41235426467580283,0.08938433217426876,0.1386786663939456,0.22990386582123135
43,1993,,,,,,,,,,,0.22293986636971047,0.1935412026726058,0.33006681514476616,0.188641425389755,0.20289532293986637,0.11826280623608018,0.5037861915367483,0.1289532293986637,0.36570155902004453,0.22538975501113587,0.3045437476530229,0.24708974840405556,0.3507322568531731,0.17292527224934284,0.19564401051445737,0.10007510326699211,0.4140067592940293,0.06928276380022531,0.14325948178745776,0.22268118663161848
44,1994,0.3826219512195122,0.16158536585365854,0.25,0.11128048780487805,0.11890243902439024,0.09908536585365854,0.5487804878048781,0.057926829268292686,0.17682926829268292,0.23628048780487804,0.22997416020671835,0.1954595791805094,0.37504614248800294,0.20616463639719454,0.2172388335179033,0.08656330749354005,0.4859726836471023,0.1421188630490956,0.3359173126614987,0.1786637135474345,0.2850369808458183,0.2564005310070169,0.3641190972880713,0.18054238573866868,0.20216195714014792,0.1027877868386118,0.4303053290347051,0.08325431443201214,0.152285226626209,0.2281433718945572
45,1995,0.3554140127388535,0.19363057324840766,0.30318471337579617,0.11847133757961784,0.11337579617834395,0.08917197452229299,0.5248407643312102,0.06878980891719745,0.1859872611464968,0.22038216560509555,0.2356475300400534,0.159768580329328,0.2630173564753004,0.16355140186915887,0.16154873164218958,0.14508233199821985,0.5738762794837561,0.1043613707165109,0.4187805963506898,0.26702269692923897,0.26796240242153896,0.24199458339971325,0.36052254261589933,0.18113748606021984,0.19069619244862196,0.1054643938187032,0.377250278795603,0.08332005735223832,0.1486378843396527,0.29552333917476503
46,1996,0.3630769230769231,0.21846153846153846,0.31076923076923074,0.09230769230769231,0.16615384615384615,0.07846153846153846,0.5092307692307693,0.09692307692307692,0.1723076923076923,0.20461538461538462,0.23688118811881187,0.1702970297029703,0.3056930693069307,0.17846534653465346,0.15272277227722772,0.18836633663366337,0.5623762376237624,0.10866336633663366,0.43044554455445544,0.31584158415841584,0.2470739137405804,0.2275132275132275,0.33349366682700016,0.16642616642616642,0.1858265191598525,0.10101010101010101,0.35706269039602373,0.06990540323873658,0.1383678050344717,0.35353535353535354
47,1997,0.3946629213483146,0.14747191011235955,0.21910112359550563,0.0800561797752809,0.0997191011235955,0.09269662921348315,0.5997191011235955,0.06320224719101124,0.20786516853932585,0.2556179775280899,0.23158379373848986,0.1680478821362799,0.30686003683241253,0.17150092081031307,0.160451197053407,0.16275322283609575,0.5478821362799263,0.11602209944751381,0.3885819521178637,0.25,0.2850953206239168,0.23986135181975737,0.3665511265164645,0.1805892547660312,0.19774696707105718,0.10797227036395148,0.4209705372616984,0.0781629116117851,0.14974003466204505,0.2606585788561525
48,1998,0.3906911142454161,0.14950634696755993,0.24118476727785615,0.10860366713681241,0.1071932299012694,0.0846262341325811,0.5895627644569816,0.0691114245416079,0.21297602256699577,0.24823695345557123,0.20408602150537633,0.20129032258064516,0.3419354838709677,0.18021505376344085,0.20903225806451614,0.13182795698924732,0.4832258064516129,0.1378494623655914,0.3356989247311828,0.24838709677419354,0.2794290759270159,0.23837551500882873,0.37301353737492643,0.1783402001177163,0.20482636845203062,0.12831077104178928,0.4532077692760447,0.08210712183637434,0.1798116539140671,0.25309005297233667
49,1999,0.4250681198910082,0.16348773841961853,0.2220708446866485,0.09673024523160763,0.0776566757493188,0.0885558583106267,0.5735694822888283,0.0667574931880109,0.19618528610354224,0.22615803814713897,0.2534551417193722,0.1733427032091825,0.34551417193722184,0.19489341766221596,0.1829468259545561,0.15226048254860622,0.5029280862028578,0.1304755211993441,0.38065120637151556,0.2515811665495432,0.28486646884273,0.23709198813056379,0.3666172106824926,0.17566765578635016,0.19673590504451038,0.11676557863501484,0.44050445103857566,0.08041543026706231,0.17492581602373888,0.24228486646884273
