,Title,Artist,Release Year,Genius_Link
264,Silhouettes,The Rays,1957,https://genius.com/The-rays-50s-group-silhouettes-lyrics
265,Butterfly,Andy Williams,1957,https://genius.com/Andy-williams-butterfly-lyrics
266,Marianne,The Easy Riders,1957,https://genius.com/Shaggy-2-dope-seven-deadliest-lyrics
267,I'm Walkin',Fats Domino,1957,https://genius.com/Fats-domino-im-walkin-lyrics
268,Chances Are,Johnny Mathis,1957,https://genius.com/Johnny-mathis-chances-are-lyrics
269,Send for Me,Nat King Cole,1957,https://genius.com/Nat-king-cole-send-for-me-lyrics
270,Rainbow,Russ Hamilton,1957,https://genius.com/Russ-hamilton-rainbow-lyrics
271,Be-Bop Baby,Ricky Nelson,1957,https://genius.com/Ricky-nelson-be-bop-baby-lyrics
272,Short Fat Fannie,Larry Williams,1957,https://genius.com/Larry-williams-short-fat-fannie-lyrics
273,Green Door,Jim Lowe,1957,https://genius.com/Jim-lowe-rock-the-green-door-lyrics
274,I'm Gonna Sit Right Down and Write Myself a Letter,Billy Williams,1957,https://genius.com/Billy-williams-r-b-im-gonna-sit-right-down-and-write-myself-a-letter-lyrics
275,Old Cape Cod,Patti Page,1957,https://genius.com/Patti-page-old-cape-cod-lyrics
276,Mr. Lee,The Bobbettes,1957,https://genius.com/The-bobbettes-mr-lee-lyrics
277,Blueberry Hill,Fats Domino,1957,https://genius.com/Fats-domino-blueberry-hill-lyrics
278,Whispering Bells,The Del-Vikings,1957,https://genius.com/The-del-vikings-whispering-bells-lyrics
279,Blue Monday,Fats Domino,1957,https://genius.com/Fats-domino-blue-monday-lyrics
280,Volare (Nel blu dipinto di blu),Domenico Modugno,1958,https://genius.com/Domenico-modugno-nel-blu-dipinto-di-blu-volare-lyrics
281,"All I Have to Do Is Dream"" / ""Claudette",The Everly Brothers,1958,https://genius.com/Karen-russell-novelist-st-lucys-home-for-girls-raised-by-wolves-annotated
282,"Don't"" / ""I Beg of You",Elvis Presley,1958,https://genius.com/Elvis-presley-i-beg-of-you-lyrics
283,Witch Doctor,David Seville,1958,https://genius.com/David-seville-witch-doctor-lyrics
284,Patricia,Perez Prado,1958,https://genius.com/Perez-prado-patricia-lyrics
285,"Sail Along, Silv'ry Moon"" / ""Raunchy",Billy Vaughn,1958,
286,"Catch a Falling Star"" / ""Magic Moments",Perry Como,1958,https://genius.com/Carpenters-carpenters-como-medley-lyrics
287,Tequila,The Champs,1958,https://genius.com/The-champs-tequila-lyrics
288,It's All in the Game,Tommy Edwards,1958,https://genius.com/Tommy-edwards-its-all-in-the-game-lyrics
289,Return to Me,Dean Martin,1958,https://genius.com/Dean-martin-return-to-me-lyrics
290,It's Only Make Believe,Conway Twitty,1958,https://genius.com/Conway-twitty-its-only-make-believe-lyrics
291,The Purple People Eater,Sheb Wooley,1958,https://genius.com/Sheb-wooley-purple-people-eater-lyrics
292,"Bird Dog"" / ""Devoted to You",The Everly Brothers,1958,https://genius.com/The-beach-boys-youve-got-to-hide-your-love-away-lyrics
293,Get a Job,The Silhouettes,1958,https://genius.com/The-silhouettes-get-a-job-lyrics
294,Little Star,The Elegants,1958,https://genius.com/The-elegants-little-star-lyrics
295,Twilight Time,The Platters,1958,https://genius.com/The-platters-twilight-time-lyrics
296,"Stood Up"" / ""Waitin' in School",Ricky Nelson,1958,https://genius.com/Neal-stephenson-cryptonomicon-annotated
297,He's Got the Whole World in His Hands,Laurie London,1958,https://genius.com/Laurie-london-hes-got-the-whole-world-in-his-hands-lyrics
298,Secretly,Jimmie Rodgers,1958,https://genius.com/Jimmie-f-rodgers-secretly-lyrics
299,At the Hop,Danny & the Juniors,1958,https://genius.com/Danny-and-the-juniors-at-the-hop-lyrics
300,Yakety Yak,The Coasters,1958,https://genius.com/The-coasters-yakety-yak-lyrics
301,"Wear My Ring Around Your Neck"" / ""Doncha' Think It's Time",Elvis Presley,1958,https://genius.com/Movie-scripts-true-romance-screenplay-annotated
302,"Rockin' Robin"" / ""Over and Over",Bobby Day,1958,https://genius.com/Whitney-houston-transcript-of-crack-is-whack-interview-annotated
303,Poor Little Fool,Ricky Nelson,1958,https://genius.com/Ricky-nelson-poor-little-fool-lyrics
304,"A Wonderful Time Up There"" / ""It's Too Soon to Know",Pat Boone,1958,https://genius.com/Movie-scripts-true-romance-screenplay-annotated
305,Just a Dream,Jimmy Clanton,1958,https://genius.com/Jimmy-clanton-just-a-dream-lyrics
306,Sugartime,The McGuire Sisters,1958,https://genius.com/The-mcguire-sisters-sugartime-lyrics
307,Tom Dooley,The Kingston Trio,1958,https://genius.com/The-kingston-trio-tom-dooley-lyrics
308,Sweet Little Sixteen,Chuck Berry,1958,https://genius.com/Chuck-berry-sweet-little-sixteen-lyrics
309,"Topsy II"" / ""Topsy I",Cozy Cole,1958,https://genius.com/Cozy-cole-topsy-ii-lyrics
310,"Looking Back"" / ""Do I Like It",Nat King Cole,1958,https://genius.com/Kyle-exum-the-mom-rap-lyrics
311,Book of Love,The Monotones,1958,https://genius.com/The-monotones-who-wrote-the-book-of-love-lyrics
312,Tea for Two Cha Cha,Tommy Dorsey Orchestra & Warren Covington,1958,
313,Tears on My Pillow,Little Anthony and the Imperials,1958,https://genius.com/Little-anthony-and-the-imperials-tears-on-my-pillow-lyrics
314,Short Shorts,The Royal Teens,1958,https://genius.com/The-royal-teens-short-shorts-lyrics
315,Great Balls of Fire,Jerry Lee Lewis,1958,https://genius.com/Jerry-lee-lewis-great-balls-of-fire-lyrics
316,Lollipop,The Chordettes,1958,https://genius.com/The-chordettes-lollipop-lyrics
317,Splish Splash,Bobby Darin,1958,https://genius.com/Bobby-darin-splish-splash-lyrics
318,Who's Sorry Now?,Connie Francis,1958,https://genius.com/Connie-francis-whos-sorry-now-lyrics
319,"My True Love"" / ""Leroy",Jack Scott,1958,https://genius.com/Genius-june-2023-album-release-calendar-annotated
320,Endless Sleep,Jody Reynolds,1958,https://genius.com/Jody-reynolds-endless-sleep-lyrics
321,Do You Want to Dance?,Bobby Freeman,1958,https://genius.com/Bobby-freeman-do-you-want-to-dance-lyrics
322,When,The Kalin Twins,1958,https://genius.com/Kalin-twins-when-i-look-in-the-mirror-lyrics
323,To Know Him Is to Love Him,The Teddy Bears,1958,https://genius.com/The-teddy-bears-usa-to-know-him-is-to-love-him-lyrics
324,April Love,Pat Boone,1958,https://genius.com/Pat-boone-april-love-lyrics
325,Rebel-'Rouser,Duane Eddy,1958,https://genius.com/Duane-eddy-rebel-rouser-lyrics
326,Oh Julie,The Crescendos,1958,https://genius.com/The-crescendos-oh-julie-lyrics
327,The Stroll,The Diamonds,1958,https://genius.com/The-diamonds-the-stroll-lyrics
328,"Hard Headed Woman"" / ""Don't Ask Me Why",Elvis Presley,1958,https://genius.com/Full-house-the-first-day-of-school-script-annotated
329,Peggy Sue,Buddy Holly,1958,https://genius.com/Buddy-holly-peggy-sue-lyrics
330,Oh Lonesome Me,Don Gibson,1958,https://genius.com/Don-gibson-oh-lonesome-me-lyrics
331,The Battle of New Orleans,Johnny Horton,1959,https://genius.com/Johnny-horton-the-battle-of-new-orleans-lyrics
332,Mack the Knife,Bobby Darin,1959,https://genius.com/Bobby-darin-mack-the-knife-lyrics
333,Personality,Lloyd Price,1959,https://genius.com/Lloyd-price-personality-lyrics
334,Venus,Frankie Avalon,1959,https://genius.com/Frankie-avalon-venus-lyrics
335,Lonely Boy,Paul Anka,1959,https://genius.com/Paul-anka-im-just-a-lonely-boy-lyrics
336,Dream Lover,Bobby Darin,1959,https://genius.com/Bobby-darin-dream-lover-lyrics
337,The Three Bells,The Browns,1959,https://genius.com/The-browns-the-three-bells-les-trois-cloches-lyrics
338,Come Softly to Me,The Fleetwoods,1959,https://genius.com/The-fleetwoods-come-softly-to-me-lyrics
339,Kansas City,Wilbert Harrison,1959,https://genius.com/Wilbert-harrison-kansas-city-lyrics
340,Mr. Blue,The Fleetwoods,1959,https://genius.com/The-fleetwoods-mr-blue-lyrics
341,Sleep Walk,Santo & Johnny,1959,https://genius.com/Santo-and-johnny-sleepwalk-lyrics
342,Put Your Head on My Shoulder,Paul Anka,1959,https://genius.com/Paul-anka-put-your-head-on-my-shoulder-lyrics
343,Stagger Lee,Lloyd Price,1959,https://genius.com/Lloyd-price-stagger-lee-lyrics
344,Donna,Ritchie Valens,1959,https://genius.com/Ritchie-valens-donna-lyrics
345,Pink Shoe Laces,Dodie Stevens,1959,https://genius.com/Dodie-stevens-pink-shoe-laces-lyrics
346,Smoke Gets in Your Eyes,The Platters,1959,https://genius.com/The-platters-smoke-gets-in-your-eyes-lyrics
347,Charlie Brown,The Coasters,1959,https://genius.com/The-coasters-charlie-brown-lyrics
348,Quiet Village,Martin Denny,1959,https://genius.com/Martin-denny-quiet-village-lyrics
349,My Heart Is an Open Book,Carl Dobkins Jr.,1959,https://genius.com/Carl-dobkins-jr-my-heart-is-an-open-book-lyrics
350,(Till) I Kissed You,The Everly Brothers,1959,https://genius.com/The-everly-brothers-i-kissed-you-lyrics
351,Sea of Love,Phil Phillips,1959,https://genius.com/Phil-phillips-sea-of-love-lyrics
352,The Happy Organ,Dave Cortez,1959,https://genius.com/Dave-baby-cortez-the-happy-organ-lyrics
353,I'm Gonna Get Married,Lloyd Price,1959,https://genius.com/Lloyd-price-im-gonna-get-married-lyrics
354,Sorry (I Ran All the Way Home),The Impalas,1959,https://genius.com/Impalas-sorry-i-ran-all-the-way-home-lyrics
355,A Teenager in Love,Dion and the Belmonts,1959,https://genius.com/Dion-and-the-belmonts-a-teenager-in-love-lyrics
356,16 Candles,The Crests,1959,https://genius.com/The-crests-16-candles-lyrics
357,It's Just a Matter of Time,Brook Benton,1959,https://genius.com/Brook-benton-its-just-a-matter-of-time-lyrics
358,Lipstick on Your Collar,Connie Francis,1959,https://genius.com/Connie-francis-lipstick-on-your-collar-lyrics
359,There Goes My Baby,The Drifters,1959,https://genius.com/The-drifters-there-goes-my-baby-lyrics
360,A Big Hunk o' Love,Elvis Presley,1959,https://genius.com/Elvis-presley-a-big-hunk-o-love-lyrics
361,Red River Rock,Johnny and the Hurricanes,1959,https://genius.com/Johnny-and-the-hurricanes-red-river-rock-lyrics
362,Waterloo,Stonewall Jackson,1959,https://genius.com/Stonewall-jackson-waterloo-lyrics
363,Lavender Blue,Sammy Turner,1959,https://genius.com/Sammy-turner-lavender-blue-lyrics
364,(Now and Then There's) A Fool Such as I,Elvis Presley,1959,https://genius.com/Elvis-presley-now-and-then-theres-a-fool-such-as-i-lyrics
365,Guitar Boogie Shuffle,The Virtues,1959,https://genius.com/The-virtues-guitar-boogie-shuffle-lyrics
366,Teen Beat,Sandy Nelson,1959,https://genius.com/Sandy-nelson-teen-beat-lyrics
367,"Kookie, Kookie (Lend Me Your Comb)",Edd Byrnes & Connie Stevens,1959,https://genius.com/Connie-stevens-kookie-lend-me-your-comb-lyrics
368,Tragedy,Thomas Wayne,1959,https://genius.com/Thomas-wayne-tragedy-lyrics
369,My Happiness,Connie Francis,1959,https://genius.com/Connie-francis-my-happiness-lyrics
370,Tallahassee Lassie,Freddy Cannon,1959,https://genius.com/Freddy-cannon-tallahassee-lassie-lyrics
371,Tiger,Fabian,1959,https://genius.com/Fabian-tiger-lyrics
372,Never Be Anyone Else But You,Ricky Nelson,1959,https://genius.com/Ricky-nelson-never-be-anyone-else-but-you-lyrics
373,Don't You Know?,Della Reese,1959,https://genius.com/Della-reese-dont-you-know-lyrics
374,I Need Your Love Tonight,Elvis Presley,1959,https://genius.com/Elvis-presley-i-need-your-love-tonight-lyrics
375,What a Diff'rence a Day Makes,Dinah Washington,1959,https://genius.com/Dinah-washington-what-a-diffrence-a-day-makes-lyrics
376,The All American Boy,Bill Parsons,1959,https://genius.com/Bill-parsons-the-all-american-boy-lyrics
377,Primrose Lane,Jerry Wallace,1959,https://genius.com/Jerry-wallace-primrose-lane-lyrics
378,Alvin's Harmonica,The Chipmunks,1959,https://genius.com/Alvin-and-the-chipmunks-alvins-harmonica-lyrics
379,Lonely Street,Andy Williams,1959,https://genius.com/Andy-williams-lonely-street-lyrics
380,What'd I Say,Ray Charles,1959,https://genius.com/Ray-charles-whatd-i-say-lyrics
381,Broken Hearted Melody,Sarah Vaughan,1959,https://genius.com/Sarah-vaughan-broken-hearted-melody-lyrics
382,Only You (And You Alone),Franck Pourcel,1959,https://genius.com/Franck-pourcel-only-you-lyrics
383,Gotta Travel On,Billy Grammer,1959,https://genius.com/Billy-grammer-gotta-travel-on-lyrics
384,Poison Ivy,The Coasters,1959,https://genius.com/The-coasters-poison-ivy-lyrics
385,Turn Me Loose,Fabian,1959,https://genius.com/Fabian-turn-me-loose-lyrics
386,Lonely Teardrops,Jackie Wilson,1959,https://genius.com/Jackie-wilson-lonely-teardrops-lyrics
387,Hawaiian Wedding Song,Andy Williams,1959,https://genius.com/Andy-williams-the-hawaiian-wedding-song-lyrics
388,Forty Miles of Bad Road,Duane Eddy,1959,https://genius.com/Duane-eddy-forty-miles-of-bad-road-lyrics
389,Just Ask Your Heart,Frankie Avalon,1959,https://genius.com/Frankie-avalon-just-ask-your-heart-lyrics
390,Tell Him No,Travis and Bob,1959,https://genius.com/Travis-and-bob-tell-him-no-lyrics
391,Frankie,Connie Francis,1959,https://genius.com/Connie-francis-frankie-lyrics
392,I've Had It,The Bell Notes,1959,https://genius.com/The-bell-notes-ive-had-it-lyrics
393,I Cried a Tear,LaVern Baker,1959,https://genius.com/Lavern-baker-i-cried-a-tear-lyrics
394,Enchanted,The Platters,1959,https://genius.com/The-platters-enchanted-lyrics
395,Since I Don't Have You,The Skyliners,1959,https://genius.com/The-skyliners-since-i-dont-have-you-lyrics
396,Peter Gunn Theme,Ray Anthony,1959,https://genius.com/Irrelevant-cabbage-ics-listening-log-annotated
397,The Chipmunk Song (Christmas Don't Be Late),The Chipmunks,1959,https://genius.com/Alvin-and-the-chipmunks-the-chipmunk-song-christmas-dont-be-late-lyrics
398,I Want to Walk You Home,Fats Domino,1959,https://genius.com/Fats-domino-i-want-to-walk-you-home-lyrics
399,So Fine,The Fiestas,1959,https://genius.com/The-fiestas-so-fine-lyrics
400,Bobby Sox to Stockings,Frankie Avalon,1959,https://genius.com/Frankie-avalon-bobby-sox-to-stockings-lyrics
401,The Deck of Cards,Wink Martindale,1959,https://genius.com/Wink-martindale-deck-of-cards-lyrics
402,A Lover's Question,Clyde McPhatter,1959,https://genius.com/Clyde-mcphatter-a-lovers-question-lyrics
403,I Only Have Eyes for You,The Flamingos,1959,https://genius.com/The-flamingos-i-only-have-eyes-for-you-lyrics
404,It's Late,Ricky Nelson,1959,https://genius.com/Ricky-nelson-its-late-lyrics
405,Petite Fleur,Chris Barber's Jazz Band,1959,https://genius.com/Genius-france-singles-rap-2022-lyrics
406,Tall Paul,Annette Funicello,1959,https://genius.com/Annette-funicello-tall-paul-lyrics
407,The Tijuana Jail,The Kingston Trio,1959,https://genius.com/The-kingston-trio-the-tijuana-jail-lyrics
408,Just a Little Too Much,Ricky Nelson,1959,https://genius.com/Ricky-nelson-just-a-little-too-much-lyrics
409,Goodbye Baby,Jack Scott,1959,https://genius.com/Jack-scott-goodbye-baby-lyrics
410,Along Came Jones,The Coasters,1959,https://genius.com/The-coasters-along-came-jones-lyrics
411,Three Stars,Tommy Dee & Carol Kay,1959,https://genius.com/Swono-album-history-annotated
412,A Boy Without a Girl,Frankie Avalon,1959,https://genius.com/Frankie-avalon-a-boy-without-a-girl-lyrics
413,Sweeter Than You,Ricky Nelson,1959,https://genius.com/Ricky-nelson-sweeter-than-you-lyrics
414,It Was I,Skip & Flip,1959,https://genius.com/Skip-and-flip-it-was-i-lyrics
415,"Goodbye Jimmy, Goodbye",Kathy Linden,1959,https://genius.com/Kathy-linden-goodbye-jimmy-goodbye-lyrics
416,Manhattan Spiritual,Reg Owen Orchestra,1959,https://genius.com/Fredric-jameson-modernism-and-imperialism-annotated
417,Endlessly,Brook Benton,1959,https://genius.com/Brook-benton-endlessly-lyrics
418,Heartaches by the Number,Guy Mitchell,1959,https://genius.com/Guy-mitchell-heartaches-by-the-number-lyrics
419,Sea Cruise,Frankie Ford,1959,https://genius.com/Frankie-ford-sea-cruise-lyrics
420,That's Why (I Love You So),Jackie Wilson,1959,https://genius.com/Jackie-wilson-thats-why-i-love-you-so-lyrics
421,You're So Fine,The Falcons,1959,https://genius.com/The-falcons-r-b-youre-so-fine-lyrics
422,Kissin' Time,Bobby Rydell,1959,https://genius.com/Bobby-rydell-kissin-time-lyrics
423,My Wish Came True,Elvis Presley,1959,https://genius.com/Elvis-presley-my-wish-came-true-lyrics
424,Morgen,Ivo Robić,1959,https://genius.com/Ivo-robic-morgen-lyrics
425,Baby Talk,Jan and Dean,1959,https://genius.com/Jan-and-dean-baby-talk-lyrics
426,Take a Message to Mary,The Everly Brothers,1959,https://genius.com/The-everly-brothers-take-a-message-to-mary-lyrics
427,The Battle Hymn of the Republic,Mormon Tabernacle Choir,1959,https://genius.com/The-tabernacle-choir-at-temple-square-battle-hymn-of-the-republic-lyrics
428,Bongo Rock,Preston Epps,1959,https://genius.com/Preston-epps-bongo-rock-lyrics
429,In the Mood,Ernie Fields,1959,https://genius.com/Ernie-fields-in-the-mood-lyrics
430,Seven Little Girls Sitting in the Back Seat,Paul Evans,1959,https://genius.com/Paul-evans-and-the-curls-seven-little-girls-sitting-in-the-back-seat-lyrics
431,Theme from A Summer Place,Percy Faith,1960,https://genius.com/Percy-faith-theme-from-a-summer-place-annotated
432,He'll Have to Go,Jim Reeves,1960,https://genius.com/Jim-reeves-hell-have-to-go-lyrics
433,Cathy's Clown,The Everly Brothers,1960,https://genius.com/The-everly-brothers-cathys-clown-lyrics
434,Running Bear,Johnny Preston,1960,https://genius.com/Johnny-preston-running-bear-lyrics
435,Teen Angel,Mark Dinning,1960,https://genius.com/Mark-dinning-teen-angel-lyrics
436,I'm Sorry,Brenda Lee,1960,https://genius.com/Brenda-lee-im-sorry-lyrics
437,It's Now or Never,Elvis Presley,1960,https://genius.com/Elvis-presley-its-now-or-never-lyrics
438,Handy Man,Jimmy Jones,1960,https://genius.com/Jimmy-jones-handy-man-lyrics
439,Stuck on You,Elvis Presley,1960,https://genius.com/Elvis-presley-stuck-on-you-lyrics
440,The Twist,Chubby Checker,1960,https://genius.com/Chubby-checker-the-twist-lyrics
441,Everybody's Somebody's Fool,Connie Francis,1960,https://genius.com/Connie-francis-everybodys-somebodys-fool-lyrics
442,Wild One,Bobby Rydell,1960,https://genius.com/Bobby-rydell-wild-one-lyrics
443,Greenfields,The Brothers Four,1960,https://genius.com/The-brothers-four-greenfields-lyrics
444,What in the World's Come Over You,Jack Scott,1960,https://genius.com/Jack-scott-what-in-the-worlds-come-over-you-lyrics
445,El Paso,Marty Robbins,1960,https://genius.com/Marty-robbins-el-paso-lyrics
446,Alley Oop,The Hollywood Argyles,1960,https://genius.com/The-hollywood-argyles-alley-oop-lyrics
447,My Heart Has a Mind of Its Own,Connie Francis,1960,https://genius.com/Connie-francis-my-heart-has-a-mind-of-its-own-lyrics
448,Sweet Nothin's,Brenda Lee,1960,https://genius.com/Brenda-lee-sweet-nothins-lyrics
449,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,1960,https://genius.com/Brian-hyland-itsy-bitsy-teenie-weenie-yellow-polka-dot-bikini-lyrics
450,Only the Lonely,Roy Orbison,1960,https://genius.com/Screen-genius-song-titles-that-are-also-movies-o-annotated
